node_id,level1,level2,leaf_id,layer_id,flow,node_name,layer_name
164,2,246,NA,7,2.83623e-4,ASV_00165,SE1
165,1,4,110,1,2.60313e-4,ASV_00166,IT1
165,1,2,330,2,3.35393e-4,ASV_00166,IT2
165,3,171,NA,4,3.04433e-4,ASV_00166,FI1
165,1,1,325,5,6.55145e-4,ASV_00166,UK1
165,1,3,19,6,2.96746e-4,ASV_00166,UK2
165,2,67,NA,7,4.30778e-4,ASV_00166,SE1
166,1,2,205,2,4.17489e-4,ASV_00167,IT2
166,1,1,172,5,7.867e-4,ASV_00167,UK1
166,1,3,402,6,1.47301e-4,ASV_00167,UK2
166,2,27,NA,7,5.17009e-4,ASV_00167,SE1
167,1,4,62,1,2.95667e-4,ASV_00168,IT1
167,1,2,355,2,3.21794e-4,ASV_00168,IT2
167,3,303,NA,4,1.60075e-4,ASV_00168,FI1
167,1,1,243,5,7.34124e-4,ASV_00168,UK1
167,1,3,500,6,1.20065e-4,ASV_00168,UK2
168,1,4,252,1,1.72578e-4,ASV_00169,IT1
168,1,2,386,2,3.02302e-4,ASV_00169,IT2
168,1,4,451,3,3.07069e-5,ASV_00169,IT3
168,1,1,122,5,8.36989e-4,ASV_00169,UK1
168,1,3,193,6,1.98739e-4,ASV_00169,UK2
169,1,2,442,2,2.66239e-4,ASV_00170,IT2
169,1,4,419,3,3.82523e-5,ASV_00170,IT3
169,1,1,372,5,5.99261e-4,ASV_00170,UK1
169,1,3,282,6,1.73389e-4,ASV_00170,UK2
169,2,143,NA,7,3.47657e-4,ASV_00170,SE1
170,1,4,98,1,2.70516e-4,ASV_00171,IT1
170,1,2,99,2,5.16152e-4,ASV_00171,IT2
170,1,4,350,3,5.53478e-5,ASV_00171,IT3
170,3,103,NA,4,3.72794e-4,ASV_00171,FI1
170,1,1,125,5,8.33363e-4,ASV_00171,UK1
170,1,3,627,6,5.99842e-5,ASV_00171,UK2
170,2,318,NA,7,2.36509e-4,ASV_00171,SE1
171,1,2,403,2,2.92709e-4,ASV_00172,IT2
171,3,251,NA,4,2.27293e-4,ASV_00172,FI1
171,1,1,266,5,7.14747e-4,ASV_00172,UK1
171,1,3,580,6,9.46257e-5,ASV_00172,UK2
171,2,178,NA,7,3.21495e-4,ASV_00172,SE1
172,1,2,507,2,2.13125e-4,ASV_00173,IT2
172,1,1,442,5,4.94941e-4,ASV_00173,UK1
172,1,3,370,6,1.53508e-4,ASV_00173,UK2
173,3,81,NA,4,3.85991e-4,ASV_00174,FI1
173,1,1,36,5,9.52115e-4,ASV_00174,UK1
173,1,3,335,6,1.64298e-4,ASV_00174,UK2
173,2,117,NA,7,3.75151e-4,ASV_00174,SE1
174,1,4,22,1,3.56599e-4,ASV_00176,IT1
174,1,2,148,2,4.63241e-4,ASV_00176,IT2
174,1,4,445,3,3.28121e-5,ASV_00176,IT3
174,1,1,136,5,8.20913e-4,ASV_00176,UK1
174,1,3,400,6,1.47395e-4,ASV_00176,UK2
175,1,4,137,1,2.45437e-4,ASV_00177,IT1
175,1,2,198,2,4.20737e-4,ASV_00177,IT2
175,1,4,313,3,7.43394e-5,ASV_00177,IT3
175,3,143,NA,4,3.33751e-4,ASV_00177,FI1
175,1,1,57,5,9.19664e-4,ASV_00177,UK1
175,1,3,1,6,4.00489e-4,ASV_00177,UK2
175,2,453,NA,7,9.71586e-5,ASV_00177,SE1
176,1,4,243,1,1.7456e-4,ASV_00178,IT1
176,1,2,111,2,4.95357e-4,ASV_00178,IT2
177,1,4,163,1,2.28766e-4,ASV_00179,IT1
177,1,2,429,2,2.7446e-4,ASV_00179,IT2
177,1,4,404,3,4.06609e-5,ASV_00179,IT3
177,1,3,497,6,1.20312e-4,ASV_00179,UK2
177,2,36,NA,7,4.86728e-4,ASV_00179,SE1
178,3,285,NA,4,1.75636e-4,ASV_00180,FI1
178,1,1,438,5,5.06765e-4,ASV_00180,UK1
178,1,3,595,6,8.69502e-5,ASV_00180,UK2
178,2,68,NA,7,4.28051e-4,ASV_00180,SE1
179,1,2,381,2,3.04097e-4,ASV_00181,IT2
179,3,270,NA,4,1.96287e-4,ASV_00181,FI1
179,1,1,479,5,3.57307e-4,ASV_00181,UK1
179,1,3,220,6,1.88174e-4,ASV_00181,UK2
179,2,142,NA,7,3.48392e-4,ASV_00181,SE1
180,1,4,153,1,2.36671e-4,ASV_00182,IT1
180,1,2,102,2,5.08863e-4,ASV_00182,IT2
180,3,321,NA,4,1.23697e-4,ASV_00182,FI1
180,1,1,73,5,9.03756e-4,ASV_00182,UK1
180,1,3,174,6,2.04406e-4,ASV_00182,UK2
180,2,10,NA,7,5.99144e-4,ASV_00182,SE1
181,1,4,123,1,2.51757e-4,ASV_00183,IT1
181,1,2,301,2,3.51116e-4,ASV_00183,IT2
181,1,4,480,3,2.58412e-5,ASV_00183,IT3
181,1,1,477,5,3.79346e-4,ASV_00183,UK1
181,1,3,600,6,8.41789e-5,ASV_00183,UK2
182,1,4,187,1,2.11979e-4,ASV_00184,IT1
182,1,2,383,2,3.03794e-4,ASV_00184,IT2
182,1,4,483,3,2.39976e-5,ASV_00184,IT3
182,1,1,358,5,6.12735e-4,ASV_00184,UK1
182,1,3,146,6,2.14468e-4,ASV_00184,UK2
183,1,4,71,1,2.8558e-4,ASV_00185,IT1
183,1,2,128,2,4.79658e-4,ASV_00185,IT2
183,1,4,391,3,4.29984e-5,ASV_00185,IT3
183,3,185,NA,4,2.95015e-4,ASV_00185,FI1
183,1,1,157,5,7.98147e-4,ASV_00185,UK1
183,1,3,359,6,1.56272e-4,ASV_00185,UK2
183,2,72,NA,7,4.22247e-4,ASV_00185,SE1
184,1,4,171,1,2.20597e-4,ASV_00186,IT1
184,1,2,353,2,3.23256e-4,ASV_00186,IT2
184,1,4,453,3,3.04697e-5,ASV_00186,IT3
184,1,1,165,5,7.92371e-4,ASV_00186,UK1
184,1,3,147,6,2.1409e-4,ASV_00186,UK2
184,2,317,NA,7,2.37293e-4,ASV_00186,SE1
185,1,4,68,1,2.87721e-4,ASV_00187,IT1
185,1,2,179,2,4.39154e-4,ASV_00187,IT2
185,1,4,388,3,4.43997e-5,ASV_00187,IT3
185,3,158,NA,4,3.16955e-4,ASV_00187,FI1
185,1,1,346,5,6.23603e-4,ASV_00187,UK1
185,1,3,528,6,1.12857e-4,ASV_00187,UK2
185,2,355,NA,7,2.10236e-4,ASV_00187,SE1
186,1,4,99,1,2.70434e-4,ASV_00188,IT1
186,1,2,222,2,4.07608e-4,ASV_00188,IT2
186,1,4,486,3,2.30819e-5,ASV_00188,IT3
186,3,196,NA,4,2.83386e-4,ASV_00188,FI1
186,1,1,457,5,4.54616e-4,ASV_00188,UK1
186,1,3,9,6,3.31047e-4,ASV_00188,UK2
187,1,2,476,2,2.37818e-4,ASV_00189,IT2
187,1,1,222,5,7.45248e-4,ASV_00189,UK1
187,1,3,284,6,1.72954e-4,ASV_00189,UK2
188,3,216,NA,4,2.61272e-4,ASV_00190,FI1
188,1,1,227,5,7.42236e-4,ASV_00190,UK1
188,1,3,527,6,1.12942e-4,ASV_00190,UK2
189,1,4,106,1,2.64818e-4,ASV_00191,IT1
189,1,2,449,2,2.59532e-4,ASV_00191,IT2
189,1,1,113,5,8.51774e-4,ASV_00191,UK1
189,1,3,440,6,1.38614e-4,ASV_00191,UK2
189,2,288,NA,7,2.58564e-4,ASV_00191,SE1
190,1,4,63,1,2.94342e-4,ASV_00192,IT1
190,1,2,543,2,1.79326e-4,ASV_00192,IT2
191,1,2,388,2,3.019e-4,ASV_00193,IT2
191,1,1,185,5,7.74829e-4,ASV_00193,UK1
191,1,3,343,6,1.61716e-4,ASV_00193,UK2
191,2,395,NA,7,1.79069e-4,ASV_00193,SE1
192,1,2,87,2,5.22958e-4,ASV_00194,IT2
192,1,3,547,6,1.07538e-4,ASV_00194,UK2
193,1,4,156,1,2.35961e-4,ASV_00195,IT1
193,1,2,193,2,4.28625e-4,ASV_00195,IT2
194,1,4,224,1,1.89179e-4,ASV_00196,IT1
194,1,2,439,2,2.67659e-4,ASV_00196,IT2
194,1,4,434,3,3.45185e-5,ASV_00196,IT3
194,3,43,NA,4,4.44567e-4,ASV_00196,FI1
194,1,1,182,5,7.80245e-4,ASV_00196,UK1
194,1,3,288,6,1.72367e-4,ASV_00196,UK2
194,2,316,NA,7,2.37412e-4,ASV_00196,SE1
195,1,4,167,1,2.24462e-4,ASV_00197,IT1
195,1,2,305,2,3.49328e-4,ASV_00197,IT2
195,1,4,437,3,3.4133e-5,ASV_00197,IT3
195,3,225,NA,4,2.48124e-4,ASV_00197,FI1
195,1,1,268,5,7.1266e-4,ASV_00197,UK1
195,1,3,260,6,1.78652e-4,ASV_00197,UK2
195,2,134,NA,7,3.5476e-4,ASV_00197,SE1
196,1,4,112,1,2.59401e-4,ASV_00198,IT1
196,1,2,472,2,2.40481e-4,ASV_00198,IT2
196,1,4,410,3,4.00906e-5,ASV_00198,IT3
196,1,1,247,5,7.28174e-4,ASV_00198,UK1
196,1,3,594,6,8.70739e-5,ASV_00198,UK2
196,2,16,NA,7,5.62329e-4,ASV_00198,SE1
197,1,4,152,1,2.37162e-4,ASV_00199,IT1
197,1,2,204,2,4.18004e-4,ASV_00199,IT2
197,1,1,207,5,7.56299e-4,ASV_00199,UK1
198,1,4,26,1,3.41452e-4,ASV_00200,IT1
198,1,2,167,2,4.46972e-4,ASV_00200,IT2
198,1,4,315,3,7.24927e-5,ASV_00200,IT3
198,3,48,NA,4,4.34195e-4,ASV_00200,FI1
198,1,1,49,5,9.32311e-4,ASV_00200,UK1
198,1,3,122,6,2.21192e-4,ASV_00200,UK2
198,2,299,NA,7,2.50947e-4,ASV_00200,SE1
199,3,213,NA,4,2.65581e-4,ASV_00201,FI1
199,1,3,537,6,1.10536e-4,ASV_00201,UK2
199,2,123,NA,7,3.68288e-4,ASV_00201,SE1
200,1,4,135,1,2.4602e-4,ASV_00202,IT1
200,1,2,326,2,3.37236e-4,ASV_00202,IT2
200,1,4,499,3,1.85229e-5,ASV_00202,IT3
200,1,1,260,5,7.19229e-4,ASV_00202,UK1
200,1,3,326,6,1.65912e-4,ASV_00202,UK2
201,1,4,196,1,2.07065e-4,ASV_00203,IT1
201,1,2,310,2,3.46431e-4,ASV_00203,IT2
201,1,4,513,3,1.3813e-5,ASV_00203,IT3
201,1,1,256,5,7.2093e-4,ASV_00203,UK1
201,1,3,517,6,1.1554e-4,ASV_00203,UK2
202,3,296,NA,4,1.66712e-4,ASV_00204,FI1
202,1,3,433,6,1.40454e-4,ASV_00204,UK2
202,2,235,NA,7,2.87294e-4,ASV_00204,SE1
203,1,4,218,1,1.90864e-4,ASV_00205,IT1
203,1,2,414,2,2.86019e-4,ASV_00205,IT2
203,1,1,386,5,5.83386e-4,ASV_00205,UK1
203,1,3,357,6,1.56957e-4,ASV_00205,UK2
203,2,199,NA,7,3.09189e-4,ASV_00205,SE1
204,1,4,158,1,2.34549e-4,ASV_00206,IT1
204,1,2,498,2,2.24047e-4,ASV_00206,IT2
204,3,73,NA,4,3.94051e-4,ASV_00206,FI1
204,1,1,374,5,5.94936e-4,ASV_00206,UK1
204,1,3,272,6,1.75244e-4,ASV_00206,UK2
205,1,1,193,5,7.66369e-4,ASV_00207,UK1
206,1,2,45,2,5.90125e-4,ASV_00208,IT2
206,1,1,181,5,7.80665e-4,ASV_00208,UK1
207,1,3,381,6,1.51064e-4,ASV_00209,UK2
208,1,2,443,2,2.6417e-4,ASV_00210,IT2
208,3,141,NA,4,3.36701e-4,ASV_00210,FI1
208,1,1,123,5,8.36188e-4,ASV_00210,UK1
208,1,3,159,6,2.10489e-4,ASV_00210,UK2
208,2,378,NA,7,1.88684e-4,ASV_00210,SE1
209,1,2,467,2,2.46647e-4,ASV_00211,IT2
209,1,4,416,3,3.83978e-5,ASV_00211,IT3
209,3,71,NA,4,3.94435e-4,ASV_00211,FI1
209,1,3,501,6,1.19955e-4,ASV_00211,UK2
209,2,37,NA,7,4.86023e-4,ASV_00211,SE1
210,1,2,54,2,5.72622e-4,ASV_00212,IT2
210,1,1,388,5,5.80185e-4,ASV_00212,UK1
210,1,3,245,6,1.82509e-4,ASV_00212,UK2
211,1,4,271,1,1.55302e-4,ASV_00213,IT1
211,1,2,20,2,6.55728e-4,ASV_00213,IT2
211,1,1,148,5,8.11646e-4,ASV_00213,UK1
211,1,3,536,6,1.10652e-4,ASV_00213,UK2
212,1,2,494,2,2.25432e-4,ASV_00214,IT2
212,1,4,344,3,5.74286e-5,ASV_00214,IT3
212,1,1,465,5,4.29036e-4,ASV_00214,UK1
212,1,3,539,6,1.09603e-4,ASV_00214,UK2
213,1,4,354,3,5.3101e-5,ASV_00215,IT3
213,1,1,31,5,9.62895e-4,ASV_00215,UK1
213,1,3,158,6,2.10657e-4,ASV_00215,UK2
214,1,4,225,1,1.89021e-4,ASV_00216,IT1
214,1,2,359,2,3.20392e-4,ASV_00216,IT2
214,1,1,164,5,7.92926e-4,ASV_00216,UK1
215,1,1,476,5,3.83212e-4,ASV_00217,UK1
215,1,3,68,6,2.52133e-4,ASV_00217,UK2
215,2,48,NA,7,4.64211e-4,ASV_00217,SE1
216,1,4,244,1,1.74507e-4,ASV_00218,IT1
216,1,2,69,2,5.38908e-4,ASV_00218,IT2
216,1,4,382,3,4.63317e-5,ASV_00218,IT3
216,3,96,NA,4,3.76213e-4,ASV_00218,FI1
216,1,1,311,5,6.6592e-4,ASV_00218,UK1
216,1,3,258,6,1.78892e-4,ASV_00218,UK2
216,2,186,NA,7,3.15616e-4,ASV_00218,SE1
217,1,2,267,2,3.75591e-4,ASV_00219,IT2
217,3,271,NA,4,1.95404e-4,ASV_00219,FI1
217,1,1,41,5,9.41794e-4,ASV_00219,UK1
217,1,3,374,6,1.52549e-4,ASV_00219,UK2
217,2,457,NA,7,8.09927e-5,ASV_00219,SE1
218,1,4,281,1,1.41166e-4,ASV_00221,IT1
218,1,2,475,2,2.38083e-4,ASV_00221,IT2
218,1,4,468,3,2.72988e-5,ASV_00221,IT3
218,1,1,30,5,9.63694e-4,ASV_00221,UK1
218,1,3,166,6,2.06976e-4,ASV_00221,UK2
219,1,4,183,1,2.13527e-4,ASV_00222,IT1
219,1,1,221,5,7.46199e-4,ASV_00222,UK1
220,3,231,NA,4,2.40472e-4,ASV_00223,FI1
220,1,1,462,5,4.38899e-4,ASV_00223,UK1
220,1,3,545,6,1.07925e-4,ASV_00223,UK2
220,2,52,NA,7,4.55667e-4,ASV_00223,SE1
221,3,290,NA,4,1.70857e-4,ASV_00224,FI1
221,1,1,273,5,7.03862e-4,ASV_00224,UK1
221,1,3,303,6,1.70008e-4,ASV_00224,UK2
221,2,338,NA,7,2.21272e-4,ASV_00224,SE1
222,1,4,212,1,1.9692e-4,ASV_00225,IT1
222,1,1,217,5,7.50951e-4,ASV_00225,UK1
223,1,4,260,1,1.67406e-4,ASV_00226,IT1
223,1,2,272,2,3.71501e-4,ASV_00226,IT2
223,1,3,263,6,1.77686e-4,ASV_00226,UK2
224,1,4,25,1,3.43306e-4,ASV_00227,IT1
224,1,2,458,2,2.52555e-4,ASV_00227,IT2
224,1,4,411,3,3.9948e-5,ASV_00227,IT3
224,1,1,253,5,7.21783e-4,ASV_00227,UK1
224,1,3,7,6,3.47792e-4,ASV_00227,UK2
225,1,2,496,2,2.25031e-4,ASV_00228,IT2
225,1,3,83,6,2.42848e-4,ASV_00228,UK2
226,1,2,150,2,4.63069e-4,ASV_00229,IT2
226,1,1,28,5,9.64674e-4,ASV_00229,UK1
226,1,3,422,6,1.43062e-4,ASV_00229,UK2
227,1,4,102,1,2.67286e-4,ASV_00230,IT1
227,1,2,297,2,3.54051e-4,ASV_00230,IT2
227,1,1,404,5,5.64065e-4,ASV_00230,UK1
227,1,3,606,6,7.99531e-5,ASV_00230,UK2
228,1,2,392,2,2.99223e-4,ASV_00231,IT2
228,3,13,NA,4,5.08408e-4,ASV_00231,FI1
228,1,1,308,5,6.67714e-4,ASV_00231,UK1
228,1,3,15,6,3.1967e-4,ASV_00231,UK2
228,2,31,NA,7,5.04088e-4,ASV_00231,SE1
229,1,4,96,1,2.73035e-4,ASV_00232,IT1
229,1,2,300,2,3.51335e-4,ASV_00232,IT2
229,1,4,327,3,6.27041e-5,ASV_00232,IT3
229,3,209,NA,4,2.68743e-4,ASV_00232,FI1
229,1,1,79,5,8.97594e-4,ASV_00232,UK1
229,1,3,114,6,2.25225e-4,ASV_00232,UK2
229,2,328,NA,7,2.29324e-4,ASV_00232,SE1
230,1,4,78,1,2.81883e-4,ASV_00233,IT1
230,1,2,367,2,3.13262e-4,ASV_00233,IT2
230,1,4,312,3,7.45027e-5,ASV_00233,IT3
230,3,322,NA,4,1.21343e-4,ASV_00233,FI1
230,1,1,323,5,6.55261e-4,ASV_00233,UK1
230,1,3,167,6,2.06932e-4,ASV_00233,UK2
230,2,93,NA,7,3.97842e-4,ASV_00233,SE1
231,1,2,295,2,3.54985e-4,ASV_00235,IT2
231,3,255,NA,4,2.178e-4,ASV_00235,FI1
231,1,1,115,5,8.49416e-4,ASV_00235,UK1
231,1,3,344,6,1.6144e-4,ASV_00235,UK2
231,2,4,NA,7,6.72658e-4,ASV_00235,SE1
232,1,1,471,5,4.11314e-4,ASV_00236,UK1
232,1,3,463,6,1.33077e-4,ASV_00236,UK2
232,2,179,NA,7,3.20679e-4,ASV_00236,SE1
233,1,2,552,2,1.51351e-4,ASV_00237,IT2
233,2,403,NA,7,1.70531e-4,ASV_00237,SE1
234,1,4,188,1,2.11214e-4,ASV_00238,IT1
234,1,2,186,2,4.31653e-4,ASV_00238,IT2
234,1,4,375,3,4.80243e-5,ASV_00238,IT3
234,1,1,250,5,7.26391e-4,ASV_00238,UK1
234,1,3,532,6,1.11871e-4,ASV_00238,UK2
235,1,2,227,2,4.06452e-4,ASV_00239,IT2
235,1,1,142,5,8.16587e-4,ASV_00239,UK1
235,1,3,135,6,2.16942e-4,ASV_00239,UK2
236,1,2,461,2,2.50376e-4,ASV_00240,IT2
236,3,114,NA,4,3.63627e-4,ASV_00240,FI1
236,1,1,364,5,6.07178e-4,ASV_00240,UK1
236,1,3,298,6,1.71354e-4,ASV_00240,UK2
236,2,219,NA,7,2.9591e-4,ASV_00240,SE1
237,3,78,NA,4,3.88671e-4,ASV_00241,FI1
237,1,1,189,5,7.70982e-4,ASV_00241,UK1
237,1,3,479,6,1.26138e-4,ASV_00241,UK2
237,2,383,NA,7,1.87089e-4,ASV_00241,SE1
238,1,2,357,2,3.21035e-4,ASV_00242,IT2
238,1,4,443,3,3.34979e-5,ASV_00242,IT3
238,3,22,NA,4,4.92615e-4,ASV_00242,FI1
238,1,1,7,5,0.00104604,ASV_00242,UK1
238,1,3,553,6,1.05833e-4,ASV_00242,UK2
238,2,30,NA,7,5.08382e-4,ASV_00242,SE1
239,1,4,237,1,1.7903e-4,ASV_00243,IT1
239,1,2,154,2,4.57324e-4,ASV_00243,IT2
239,3,241,NA,4,2.33625e-4,ASV_00243,FI1
239,1,1,124,5,8.34431e-4,ASV_00243,UK1
239,1,3,484,6,1.23439e-4,ASV_00243,UK2
239,2,353,NA,7,2.11873e-4,ASV_00243,SE1
240,1,4,211,1,1.97182e-4,ASV_00244,IT1
240,1,2,42,2,5.93791e-4,ASV_00244,IT2
240,1,4,356,3,5.2819e-5,ASV_00244,IT3
240,1,1,156,5,7.99604e-4,ASV_00244,UK1
240,1,3,103,6,2.31369e-4,ASV_00244,UK2
241,1,1,332,5,6.41298e-4,ASV_00245,UK1
241,1,3,508,6,1.18537e-4,ASV_00245,UK2
242,1,2,234,2,4.02262e-4,ASV_00246,IT2
242,1,1,339,5,6.36209e-4,ASV_00246,UK1
243,1,2,181,2,4.3837e-4,ASV_00247,IT2
243,1,1,415,5,5.5009e-4,ASV_00247,UK1
244,3,5,NA,4,5.47345e-4,ASV_00248,FI1
244,1,3,270,6,1.7554e-4,ASV_00248,UK2
244,2,258,NA,7,2.78005e-4,ASV_00248,SE1
245,1,4,45,1,3.13789e-4,ASV_00249,IT1
245,1,2,241,2,3.99219e-4,ASV_00249,IT2
245,1,4,428,3,3.6691e-5,ASV_00249,IT3
245,3,177,NA,4,3.00079e-4,ASV_00249,FI1
245,1,1,262,5,7.1795e-4,ASV_00249,UK1
245,1,3,338,6,1.63628e-4,ASV_00249,UK2
245,2,361,NA,7,2.03595e-4,ASV_00249,SE1
246,1,4,90,1,2.76453e-4,ASV_00250,IT1
246,1,2,512,2,2.09627e-4,ASV_00250,IT2
246,1,4,307,3,9.18189e-5,ASV_00250,IT3
246,3,67,NA,4,4.03217e-4,ASV_00250,FI1
246,1,1,328,5,6.53597e-4,ASV_00250,UK1
246,1,3,573,6,9.80083e-5,ASV_00250,UK2
246,2,129,NA,7,3.60078e-4,ASV_00250,SE1
247,1,2,422,2,2.81393e-4,ASV_00251,IT2
247,1,1,105,5,8.64094e-4,ASV_00251,UK1
247,1,3,291,6,1.7214e-4,ASV_00251,UK2
247,2,12,NA,7,5.8661e-4,ASV_00251,SE1
248,1,2,539,2,1.80819e-4,ASV_00252,IT2
248,1,3,406,6,1.46479e-4,ASV_00252,UK2
248,2,448,NA,7,1.05119e-4,ASV_00252,SE1
249,1,2,149,2,4.63151e-4,ASV_00253,IT2
249,1,1,64,5,9.15508e-4,ASV_00253,UK1
249,1,3,177,6,2.03957e-4,ASV_00253,UK2
250,1,4,241,1,1.75432e-4,ASV_00254,IT1
250,1,2,78,2,5.29232e-4,ASV_00254,IT2
250,1,4,508,3,1.57162e-5,ASV_00254,IT3
250,1,1,309,5,6.67632e-4,ASV_00254,UK1
250,1,3,625,6,6.012e-5,ASV_00254,UK2
250,2,17,NA,7,5.62037e-4,ASV_00254,SE1
251,3,286,NA,4,1.74698e-4,ASV_00255,FI1
251,1,3,22,6,2.90859e-4,ASV_00255,UK2
251,2,340,NA,7,2.20428e-4,ASV_00255,SE1
252,3,306,NA,4,1.5918e-4,ASV_00256,FI1
252,1,1,179,5,7.81546e-4,ASV_00256,UK1
252,1,3,619,6,6.96971e-5,ASV_00256,UK2
252,2,424,NA,7,1.42369e-4,ASV_00256,SE1
253,1,4,9,1,3.92236e-4,ASV_00257,IT1
253,1,2,319,2,3.40108e-4,ASV_00257,IT2
253,3,8,NA,4,5.42105e-4,ASV_00257,FI1
253,1,1,56,5,9.20359e-4,ASV_00257,UK1
253,1,3,441,6,1.38516e-4,ASV_00257,UK2
253,2,83,NA,7,4.10016e-4,ASV_00257,SE1
254,3,4,NA,4,5.48742e-4,ASV_00258,FI1
254,1,3,77,6,2.47205e-4,ASV_00258,UK2
254,2,437,NA,7,1.22721e-4,ASV_00258,SE1
255,1,4,141,1,2.42211e-4,ASV_00259,IT1
255,1,2,153,2,4.6015e-4,ASV_00259,IT2
255,1,4,341,3,5.8844e-5,ASV_00259,IT3
255,1,1,131,5,8.25863e-4,ASV_00259,UK1
255,1,3,526,6,1.13115e-4,ASV_00259,UK2
256,3,312,NA,4,1.53633e-4,ASV_00260,FI1
256,1,1,234,5,7.38062e-4,ASV_00260,UK1
256,1,3,364,6,1.55302e-4,ASV_00260,UK2
256,2,88,NA,7,4.021e-4,ASV_00260,SE1
257,3,197,NA,4,2.82909e-4,ASV_00261,FI1
257,1,1,483,5,3.38162e-4,ASV_00261,UK1
257,1,3,598,6,8.44985e-5,ASV_00261,UK2
257,2,364,NA,7,2.00426e-4,ASV_00261,SE1
258,1,2,168,2,4.45675e-4,ASV_00262,IT2
258,1,4,435,3,3.44281e-5,ASV_00262,IT3
258,3,56,NA,4,4.19923e-4,ASV_00262,FI1
258,1,1,475,5,4.03795e-4,ASV_00262,UK1
258,1,3,274,6,1.75087e-4,ASV_00262,UK2
258,2,368,NA,7,1.96429e-4,ASV_00262,SE1
259,1,4,101,1,2.68121e-4,ASV_00263,IT1
259,1,2,320,2,3.39986e-4,ASV_00263,IT2
259,1,1,71,5,9.05516e-4,ASV_00263,UK1
259,1,3,141,6,2.16023e-4,ASV_00263,UK2
260,1,4,234,1,1.82245e-4,ASV_00264,IT1
260,1,2,446,2,2.6036e-4,ASV_00264,IT2
260,1,4,456,3,2.99047e-5,ASV_00264,IT3
260,1,1,212,5,7.53532e-4,ASV_00264,UK1
260,1,3,168,6,2.06656e-4,ASV_00264,UK2
261,1,2,9,2,7.34177e-4,ASV_00265,IT2
261,3,249,NA,4,2.28924e-4,ASV_00265,FI1
261,1,1,88,5,8.90168e-4,ASV_00265,UK1
261,1,3,398,6,1.47948e-4,ASV_00265,UK2
261,2,115,NA,7,3.77624e-4,ASV_00265,SE1
262,1,4,144,1,2.40202e-4,ASV_00266,IT1
262,1,2,510,2,2.12231e-4,ASV_00266,IT2
262,1,4,514,3,1.34395e-5,ASV_00266,IT3
262,1,1,276,5,7.01064e-4,ASV_00266,UK1
262,1,3,446,6,1.37804e-4,ASV_00266,UK2
263,1,2,282,2,3.65317e-4,ASV_00267,IT2
263,3,181,NA,4,2.97081e-4,ASV_00267,FI1
263,1,1,461,5,4.44111e-4,ASV_00267,UK1
263,1,3,27,6,2.80862e-4,ASV_00267,UK2
263,2,218,NA,7,2.96174e-4,ASV_00267,SE1
264,1,3,607,6,7.92746e-5,ASV_00268,UK2
264,2,78,NA,7,4.1336e-4,ASV_00268,SE1
265,1,4,292,1,1.23848e-4,ASV_00269,IT1
265,1,2,406,2,2.92013e-4,ASV_00269,IT2
265,3,186,NA,4,2.94969e-4,ASV_00269,FI1
265,1,1,216,5,7.5129e-4,ASV_00269,UK1
265,1,3,313,6,1.67832e-4,ASV_00269,UK2
265,2,94,NA,7,3.96504e-4,ASV_00269,SE1
266,1,2,547,2,1.68099e-4,ASV_00270,IT2
266,1,4,509,3,1.55548e-5,ASV_00270,IT3
266,3,59,NA,4,4.14593e-4,ASV_00270,FI1
266,1,1,183,5,7.80211e-4,ASV_00270,UK1
266,1,3,599,6,8.43375e-5,ASV_00270,UK2
267,1,4,172,1,2.20239e-4,ASV_00271,IT1
267,1,2,492,2,2.26638e-4,ASV_00271,IT2
268,1,4,192,1,2.0897e-4,ASV_00272,IT1
268,1,2,113,2,4.94729e-4,ASV_00272,IT2
268,1,3,608,6,7.81112e-5,ASV_00272,UK2
269,1,4,165,1,2.26508e-4,ASV_00273,IT1
269,1,2,445,2,2.60401e-4,ASV_00273,IT2
269,1,4,318,3,7.07861e-5,ASV_00273,IT3
269,1,1,62,5,9.16533e-4,ASV_00273,UK1
269,1,3,426,6,1.42714e-4,ASV_00273,UK2
270,1,2,139,2,4.68174e-4,ASV_00274,IT2
270,3,85,NA,4,3.81621e-4,ASV_00274,FI1
270,1,3,328,6,1.65412e-4,ASV_00274,UK2
270,2,458,NA,7,8.07002e-5,ASV_00274,SE1
271,1,2,485,2,2.29993e-4,ASV_00275,IT2
271,3,192,NA,4,2.87843e-4,ASV_00275,FI1
271,1,1,106,5,8.62228e-4,ASV_00275,UK1
271,1,3,307,6,1.68737e-4,ASV_00275,UK2
271,2,119,NA,7,3.72609e-4,ASV_00275,SE1
272,1,4,100,1,2.70095e-4,ASV_00276,IT1
272,1,2,546,2,1.71797e-4,ASV_00276,IT2
272,3,57,NA,4,4.18841e-4,ASV_00276,FI1
272,1,1,344,5,6.27679e-4,ASV_00276,UK1
272,1,3,461,6,1.33321e-4,ASV_00276,UK2
272,2,435,NA,7,1.30682e-4,ASV_00276,SE1
273,1,2,294,2,3.56195e-4,ASV_00277,IT2
273,3,256,NA,4,2.17672e-4,ASV_00277,FI1
273,1,1,400,5,5.66644e-4,ASV_00277,UK1
273,1,3,18,6,3.0076e-4,ASV_00277,UK2
273,2,359,NA,7,2.06014e-4,ASV_00277,SE1
274,1,4,306,1,9.2857e-5,ASV_00278,IT1
